output,flag,username,timestamp
/data1/10cls/duyinglong/sam/ultralytics/ultralytics/yolo/v8/segment/demo/FastSAM/gradio_cached_examples/16/output/tmps67a9kx5.png,,,2023-06-22 16:13:18.129722
